,priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage,OOSLA
6193,1,0,3,0.0,212,9,9,25,166,2,1,2,1,55,31,1,0,0,0.4,0.0,0.0,0.0,0.07999384400000001,0.1964681,0
6194,1,0,2,0.0,73,19,15,0,0,39,4,39,4,772,88,0,0,0,0.2,0.0,0.0,0.066666667,0.068239123,0.03282259,0
6195,0,3,5,19.33333333,51,1,1,10,0,332,37,332,37,8512,976,0,0,0,2.6,0.4,0.2,0.6,0.103981256,0.235612214,0
6196,1,2,5,36.0,120,21,21,0,0,17,4,17,4,520,89,0,0,0,0.46666666700000003,0.0,0.066666667,0.46666666700000003,0.07588303099999999,0.008016364,0
6197,0,5,6,72.0,211,3,3,1,8,5,1,5,1,132,12,0,0,0,4.2,0.4,0.0,1.2,0.12459954599999999,0.0045444,0
6198,1,3,7,5.0,122,0,0,0,0,14,3,14,3,464,91,1,0,0,2.266666667,0.066666667,0.133333333,1.133333333,0.074666172,0.063752137,0
6199,1,9,9,44.11111111,192,33,32,42,22,1,1,1,1,22,22,2,1,0,0.933333333,0.0,0.0,0.8,0.130459607,0.004351923,0
6200,1,1,3,115.0,163,1,1,0,0,60,7,60,7,1611,170,0,0,0,0.133333333,0.0,0.0,0.26666666699999997,0.348374099,0.182768643,0
6201,0,3,3,8.666666667000001,104,1,1,5,84,322,53,322,53,8421,1360,0,0,0,2.4,0.6,0.2,0.6,0.09127906,0.235612214,0
6202,1,0,3,0.0,474,0,0,0,68,3,2,3,2,63,36,0,0,0,0.133333333,0.0,0.0,0.066666667,0.180407554,0.130892351,0
6203,1,1,1,29.0,108,12,11,0,0,5,0,5,0,161,0,0,0,0,0.4,0.0,0.0,0.066666667,0.038560927,0.28408485699999997,0
6204,1,2,3,36.0,65,1,1,7,4,21,6,19,5,598,143,0,0,0,0.26666666699999997,0.0,0.0,0.26666666699999997,0.8817872999999999,0.231632695,1
6205,1,0,2,0.0,80,24,24,0,0,32,6,32,6,790,131,0,0,0,0.333333333,0.0,0.0,0.0,0.06025067,0.0041299940000000005,0
6206,1,0,4,0.0,37,0,0,0,0,1,1,1,1,33,33,0,0,0,0.2,0.0,0.0,0.0,0.903060913,0.239881858,1
6207,1,2,5,15.5,89,10,9,0,0,13,1,13,1,506,23,2,1,0,0.6,0.0,0.066666667,0.6,0.039895862000000004,0.007015264,0
6208,0,5,4,16.0,60,1,1,7,0,3,0,3,0,81,0,0,0,10,2.8,0.4,0.0,1.2,0.099331468,0.14988510300000002,1
6209,2,0,3,0.0,57,0,0,0,0,34,6,34,6,1148,157,0,0,2,0.22727272699999998,0.0,0.0,0.0,0.13761836300000002,0.182768643,0
6210,1,1,5,48.0,32,0,0,0,0,77,11,77,11,2501,397,1,0,0,0.7333333329999999,0.26666666699999997,0.0,0.066666667,0.040119498999999996,0.482515067,0
6211,0,7,6,17.85714286,125,2,2,0,0,114,9,114,9,2793,159,2,1,0,3.4,0.2,0.6,2.4,0.120091766,0.147113055,0
6212,1,1,3,12.0,768,0,0,0,0,9,3,9,3,274,80,0,0,0,0.26666666699999997,0.066666667,0.066666667,0.533333333,0.05023568900000001,0.10068356199999999,0
6213,1,0,4,0.0,282,0,0,0,68,0,0,0,0,0,0,1,0,0,0.46666666700000003,0.066666667,0.0,0.0,0.766994655,0.35667374700000004,0
6214,1,2,5,9.0,33,1,1,0,0,115,13,115,13,3766,395,0,0,0,0.533333333,0.0,0.066666667,0.8666666670000001,0.042141914,0.182768643,0
6215,2,1,2,8.0,101,9,9,28,5,12,3,12,3,466,106,0,0,0,0.13636363599999998,0.0,0.0,0.045454545,0.7451820370000001,0.35773599100000003,1
6216,1,0,4,0.0,320,8,8,0,0,2,1,2,1,55,31,1,0,0,0.46666666700000003,0.0,0.0,0.0,0.567613542,0.1964681,1
6217,2,0,5,0.0,86,33,33,0,0,18,3,18,3,696,91,0,0,0,0.318181818,0.0,0.0,0.0,0.8518049120000001,0.10708457199999999,1
6218,1,0,1,0.0,29,0,0,0,3,15,5,15,5,358,149,0,0,0,0.066666667,0.0,0.0,0.0,0.064486414,0.098064296,0
6219,1,1,3,115.0,48,0,0,0,0,2,2,2,2,68,68,0,0,0,0.133333333,0.0,0.0,0.26666666699999997,0.639706373,0.327198386,1
6220,1,0,3,0.0,78,0,0,11,0,83,11,83,11,2413,347,0,0,0,0.533333333,0.333333333,0.0,0.0,0.044997662,0.038925372,0
6221,1,1,3,13.0,153,1,1,0,0,107,17,107,17,3323,556,0,0,0,0.26666666699999997,0.0,0.0,0.066666667,0.6427851920000001,0.10708457199999999,0
6222,1,6,7,30.83333333,178,82,81,101,16,74,11,74,11,2462,371,4,1,0,0.666666667,0.0,0.066666667,1.0,0.037882566,0.314025462,0
6223,1,1,3,16.0,91,2,2,3,1,44,1,44,1,1512,34,0,0,0,0.133333333,0.0,0.0,0.133333333,0.866251111,0.188180447,1
6224,1,2,6,63.5,96,1,1,20,2,33,3,33,3,1030,84,0,0,27,1.066666667,0.0,0.066666667,1.066666667,0.323488444,0.09839268,0
6225,1,0,2,0.0,214,0,0,0,8,17,3,17,3,417,95,0,0,0,0.133333333,0.0,0.0,0.333333333,0.045338482,0.098064296,0
6226,0,1,5,211.0,382,0,0,0,15,16,2,16,2,462,50,1,1,0,2.0,0.0,0.2,1.0,0.703178883,0.470624328,1
6227,0,0,6,0.0,240,8,8,0,0,5,1,5,1,133,23,0,0,0,2.2,0.0,0.2,1.4,0.17179709699999998,0.130892351,0
6228,1,0,1,0.0,529,8,8,0,0,30,18,30,18,791,424,0,0,0,0.133333333,0.0,0.0,0.0,0.922394574,0.299339294,1
6229,1,3,6,17.33333333,106,5,5,0,0,14,1,14,1,346,16,2,1,22,0.933333333,0.0,0.133333333,0.533333333,0.467042595,0.004160844,0
6230,0,0,2,0.0,244,0,0,0,21,17,2,17,2,406,49,0,0,0,0.2,0.0,0.0,0.2,0.913166046,0.192233488,1
6231,0,1,5,69.0,14,2,2,168,73,8,1,8,1,322,31,0,0,0,0.8,0.0,0.2,1.8,0.399994105,0.108368911,0
6232,1,1,2,23.0,221,9,9,19,427,64,45,64,45,1791,1252,0,0,39,0.133333333,0.0,0.0,0.26666666699999997,0.747405291,0.171128064,1
6233,1,2,2,41.5,34,3,3,4,11,33,3,33,3,951,85,0,0,41,0.26666666699999997,0.066666667,0.066666667,0.6,0.074535429,0.098064296,0
6234,2,10,10,23.3,73,7,7,0,0,0,0,0,0,0,0,3,0,14,0.818181818,0.0,0.0,0.545454545,0.366080523,0.004130488,0
6235,0,0,4,0.0,11,0,0,0,0,3,1,3,1,69,31,0,0,0,1.0,0.0,0.0,0.8,0.27098974600000003,0.006076239000000001,0
6236,1,13,8,22.38461538,58,2,2,2,4,7,2,7,2,164,35,2,0,3,2.4666666669999997,0.26666666699999997,0.0,0.933333333,0.039451241,0.004136203,0
6237,0,1,4,33.0,84,0,0,0,6,0,0,0,0,0,0,1,1,14,1.2,0.4,0.2,1.8,0.136359811,0.004164696,0
6238,0,5,8,32.6,55,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8,0.4,0.2,2.2,0.147177011,0.004128308,0
6239,2,6,6,14.16666667,126,10,10,0,0,8,2,8,2,277,66,0,0,0,0.5,0.0,0.181818182,0.454545455,0.632416844,0.0045444,1
6240,2,12,8,22.08333333,177,23,23,183,44,4,0,4,0,90,0,2,0,0,1.5909090909999999,0.181818182,0.045454545,0.9090909090000001,0.055374890999999996,0.939361453,0
6241,0,0,5,0.0,264,0,0,0,0,2,0,2,0,43,0,1,1,0,1.2,0.0,0.0,0.6,0.14076566699999998,0.139040679,0
6242,1,23,9,19.60869565,133,0,0,0,0,88,36,88,36,2429,816,0,0,6,2.066666667,0.133333333,0.333333333,1.6666666669999999,0.34096133700000003,0.235612214,1
6243,1,6,7,17.0,101,0,0,0,6,5,0,5,0,137,0,0,0,0,0.8,0.0,0.133333333,0.6,0.11282399300000001,0.00684779,0
6244,0,3,3,34.33333333,65,0,0,0,0,32,5,27,5,839,114,0,0,0,1.2,0.0,0.0,0.8,0.74893409,0.44876849700000004,1
6245,1,8,7,15.625,17,1,1,2,3,100,28,99,27,3232,907,0,0,0,1.533333333,0.066666667,0.0,0.533333333,0.035821228999999996,0.182768643,0
6246,1,1,2,17.0,69,1,1,10,70,17,4,17,4,512,130,0,0,0,0.4,0.0,0.0,0.066666667,0.568668902,0.073325187,1
6247,0,2,4,40.0,4,0,0,0,0,5,2,5,2,172,43,0,0,0,1.0,0.0,0.0,1.0,0.45646259200000006,0.022201633,1
6248,2,3,5,12.0,255,55,54,112,39,19,2,19,2,425,34,0,0,0,0.636363636,0.0,0.045454545,0.409090909,0.053675680999999996,0.03282259,0
6249,0,6,9,75.5,179,0,0,0,0,7,1,7,1,189,25,0,0,0,2.6,0.2,0.4,2.2,0.100767821,0.067882851,0
6250,0,1,4,9.0,119,0,0,3,12,0,0,0,0,0,0,0,0,5,0.4,0.0,0.2,2.0,0.179107845,0.0041493170000000005,0
6251,0,1,4,11.0,134,5,5,29,31,24,9,24,9,740,223,0,0,0,0.4,0.0,0.0,0.4,0.903116763,0.327198386,1
6252,1,0,2,0.0,58,1,1,1,0,7,6,7,6,226,164,0,0,0,0.333333333,0.0,0.0,0.0,0.059491634,0.104023919,0
6253,2,3,2,25.0,49,16,16,243,80,12,5,12,5,325,72,1,0,4,0.590909091,0.045454545,0.0,0.181818182,0.057205795999999996,0.004146663,0
6254,1,3,7,110.66666670000001,122,9,8,0,0,98,14,96,14,3024,393,1,0,12,0.933333333,0.0,0.0,0.533333333,0.37178224299999996,0.43723714399999997,1
6255,2,0,2,0.0,30,0,0,0,0,19,1,19,1,522,41,0,0,57,0.272727273,0.0,0.0,0.13636363599999998,0.063198775,0.09839268,0
6256,0,4,8,16.25,114,102,99,449,6,121,13,121,13,2924,290,3,0,0,4.2,0.0,0.0,0.8,0.10633075199999999,0.008306491,0
6257,0,3,5,3.666666667,301,8,8,0,0,3,1,3,1,59,22,0,0,0,1.4,0.0,0.2,2.2,0.122581303,0.150462836,0
6258,1,1,2,8.0,154,9,9,28,120,73,9,73,9,2142,309,0,0,0,0.2,0.0,0.0,0.066666667,0.761337996,0.35773599100000003,1
6259,1,0,4,0.0,349,8,8,0,0,2,1,2,1,55,31,1,0,0,0.333333333,0.0,0.0,0.0,0.050786704,0.1964681,0
6260,0,6,5,17.5,37,18,18,255,31,17,2,17,2,559,70,2,1,0,2.8,0.4,0.2,2.8,0.096073776,0.962077022,0
6261,1,1,2,8.0,55,9,9,0,0,23,4,23,4,704,148,0,0,0,0.133333333,0.0,0.066666667,0.666666667,0.460735381,0.03282259,0
6262,0,0,4,0.0,281,0,0,0,15,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.2,0.259452164,0.416321784,1
6263,1,2,2,520.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26666666699999997,0.0,0.0,0.133333333,0.062425642999999996,0.004240463,0
6264,0,0,1,0.0,186,11,11,0,0,7,7,7,7,328,328,0,0,0,0.2,0.0,0.0,0.0,0.913166046,0.3109667,1
6265,1,6,4,44.83333333,599,1,1,3,48,0,0,0,0,0,0,1,0,4,1.333333333,0.133333333,0.133333333,0.7333333329999999,0.52639395,0.9669409990000001,0
6266,1,0,2,0.0,69,20,20,0,0,27,1,27,1,739,65,2,0,0,1.133333333,0.0,0.0,0.0,0.593363285,0.004128307,1
6267,2,8,8,87.5,291,0,0,0,0,2,2,2,2,75,75,3,1,0,0.772727273,0.0,0.181818182,0.9090909090000001,0.257798851,0.9704934359999999,1
6268,0,1,5,14.0,309,3,0,3,5,16,0,16,0,446,0,0,0,0,1.6,0.0,0.0,0.4,0.103523374,0.192233488,0
6269,2,0,1,0.0,132,71,70,111,16,22,3,22,3,556,82,0,0,0,0.045454545,0.0,0.0,0.0,0.314343333,0.192233488,0
6270,1,2,4,8.0,314,9,6,13,115,43,29,34,20,956,517,0,0,0,0.2,0.0,0.066666667,1.0,0.04439517900000001,0.104976915,0
6271,2,5,9,49.0,42,0,0,10,0,35,3,35,3,1267,118,0,0,28,0.22727272699999998,0.0,0.0,0.818181818,0.311643243,0.182768643,1
6272,1,9,12,20.0,43,1,1,1,19,17,2,17,2,336,44,3,1,0,1.6,0.066666667,0.133333333,1.133333333,0.036623985,0.21803609999999998,0
6273,0,6,6,21.83333333,75,1,1,0,0,474,36,474,36,11445,1042,1,0,0,6.8,0.6,0.0,1.2,0.09199979900000001,0.35281229,0
6274,0,0,5,0.0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.2,0.6,0.614540279,0.217938468,1
6275,1,14,10,33.14285714,180,1,1,7,85,8,3,8,3,219,66,5,1,7,1.466666667,0.0,0.26666666699999997,2.0,0.440170854,0.004128307,0
6276,0,1,3,30.0,123,1,1,0,0,126,26,126,26,3019,682,1,1,0,0.8,0.2,0.4,1.6,0.131741166,0.049913742000000004,0
6277,2,7,11,52.85714286,201,3,3,25,20,3,0,3,0,235,0,3,1,0,0.772727273,0.0,0.045454545,0.727272727,0.055104165999999996,0.015856683,0
6278,2,3,6,49.66666667,156,18,17,32,32,3,1,3,1,131,31,3,0,0,0.409090909,0.0,0.0,0.13636363599999998,0.253516614,0.961216211,0
6279,0,1,3,50.0,153,0,0,0,159,6,2,6,2,118,44,0,0,0,1.2,0.4,0.2,1.8,0.131166667,0.004142396,0
6280,2,2,5,63.0,128,0,0,0,0,0,0,0,0,0,0,1,0,25,0.363636364,0.0,0.0,0.090909091,0.48838630299999997,0.186677352,1
6281,0,1,4,6.0,235,9,9,19,391,1,1,1,1,23,23,1,1,0,0.4,0.0,0.0,1.8,0.9016963240000001,0.004259774,1
6282,0,10,7,19.2,71,2,2,2,0,9,4,9,4,264,120,0,0,3,3.0,0.0,0.6,3.2,0.393814415,0.360528171,0
6283,1,15,7,23.86666667,70,0,0,0,0,1,0,1,0,23,0,0,0,0,1.733333333,0.0,0.4,1.533333333,0.474062979,0.004901442,0
6284,2,5,7,45.2,94,20,20,0,0,79,10,79,10,2320,450,0,0,0,0.727272727,0.181818182,0.13636363599999998,0.318181818,0.054991156,0.038925372,0
6285,1,0,6,0.0,203,0,0,0,68,5,3,5,3,181,128,0,0,0,0.533333333,0.066666667,0.0,0.333333333,0.5754765270000001,0.108368911,0
6286,0,7,6,30.14285714,127,0,0,0,0,396,58,396,58,10515,1741,0,0,0,4.0,2.2,0.6,1.6,0.101621479,0.235612214,0
6287,0,4,4,135.75,54,0,0,0,0,16,4,16,4,559,157,0,0,0,1.8,0.4,0.0,1.2,0.7627139690000001,0.28408485699999997,1
6288,0,0,4,0.0,25,2,0,27,1,8,2,8,2,217,51,0,0,0,1.0,0.0,0.0,0.2,0.145496666,0.018543702,0
6289,1,4,5,38.5,16,1,1,0,0,57,12,57,12,1725,389,0,0,0,0.8666666670000001,0.066666667,0.2,1.266666667,0.038683474,0.35773599100000003,0
6290,0,0,5,0.0,213,0,0,0,18,0,0,0,0,0,0,1,1,0,0.2,0.0,0.0,0.8,0.834342122,0.9672268629999999,1
6291,0,3,3,17.33333333,95,12,12,0,0,534,56,534,56,12835,1315,0,0,0,2.0,0.8,0.4,0.8,0.115473986,0.235612214,0
6292,0,1,6,3.0,164,0,0,2,0,79,11,79,11,2096,272,0,0,0,1.8,0.2,0.2,0.4,0.159819841,0.10708457199999999,0
6293,0,0,0,0.0,88,3,3,0,0,112,41,112,41,2678,1036,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
6294,2,0,2,0.0,81,1,1,29,29,8,8,8,8,211,211,0,0,4,0.13636363599999998,0.0,0.0,0.045454545,0.414209306,0.104023919,0
6295,1,4,4,21.0,91,15,15,56,41,4,4,4,4,88,88,0,0,0,1.333333333,0.26666666699999997,0.066666667,0.46666666700000003,0.06177932,0.024037628,0
6296,2,1,6,115.0,103,0,0,0,0,18,4,18,4,515,121,0,0,35,0.318181818,0.13636363599999998,0.0,0.22727272699999998,0.051960945,0.09839268,0
6297,2,0,5,0.0,105,7,7,0,0,3,0,3,0,201,0,2,1,0,0.090909091,0.0,0.0,0.409090909,0.261084437,0.10237072400000001,0
6298,0,3,6,20.66666667,84,0,0,0,0,8,1,8,1,227,31,1,1,0,3.6,0.4,0.2,0.6,0.46457600600000004,0.10986007800000001,1
6299,0,3,5,25.33333333,156,0,0,0,0,9,0,9,0,269,0,0,0,0,1.0,0.0,0.2,3.4,0.24402466399999997,0.073325187,0
6300,0,6,6,27.5,106,77,76,0,0,29,5,29,5,849,146,2,1,0,2.4,0.4,0.2,2.6,0.143422663,0.089489557,0
6301,1,3,7,14.0,81,11,11,0,0,13,3,12,2,316,72,1,0,0,1.0,0.066666667,0.066666667,0.533333333,0.510500133,0.016450707,0
6302,1,0,5,0.0,146,14,14,0,0,0,0,0,0,0,0,3,0,0,0.8,0.0,0.0,0.0,0.041562617,0.494127214,0
6303,2,15,8,75.33333333,209,74,74,134,32,7,1,7,1,195,35,1,0,0,1.6818181819999998,0.590909091,0.090909091,0.681818182,0.055706173,0.023618856,0
6304,0,1,3,21.0,9,1,1,0,0,4,0,4,0,86,0,0,0,0,0.6,0.0,0.2,2.2,0.13764226400000001,0.056915425,0
6305,2,13,8,25.92307692,116,48,47,0,0,29,5,29,5,806,132,1,0,0,2.1818181819999998,0.681818182,0.13636363599999998,0.590909091,0.28531158,0.963987112,1
6306,1,1,5,27.0,112,13,13,0,0,76,14,76,14,2123,468,0,0,0,0.533333333,0.0,0.0,0.133333333,0.036004007000000005,0.038925372,0
6307,0,0,6,0.0,333,9,9,25,41,36,11,36,11,1180,339,0,0,0,1.4,0.0,0.0,0.4,0.150618166,0.10708457199999999,0
6308,0,4,6,36.25,57,2,2,0,0,21,20,21,20,621,584,0,0,0,1.6,0.0,0.4,2.2,0.864159703,0.20631085300000002,0
6309,1,2,3,12.0,47,0,0,0,0,1,1,1,1,26,26,0,0,0,0.46666666700000003,0.133333333,0.0,0.133333333,0.566723824,0.235612214,0
6310,0,2,4,4.0,89,4,4,25,163,8,0,8,0,228,0,0,0,0,4.8,0.6,0.0,0.4,0.39247825700000005,0.327198386,1
6311,1,9,3,34.77777778,119,0,0,0,3,4,3,4,3,84,73,0,0,0,1.4,0.0,0.0,0.666666667,0.03872633,0.28970319,0
6312,2,0,1,0.0,139,81,80,162,26,1,0,1,0,19,0,0,0,0,0.045454545,0.0,0.0,0.0,0.31064233199999997,0.43095845,0
6313,1,0,3,0.0,508,0,0,0,68,20,3,20,3,642,104,0,0,0,0.2,0.0,0.0,0.0,0.936305761,0.182768643,1
6314,0,1,1,9.0,116,0,0,0,0,3,0,3,0,93,0,0,0,0,0.2,0.0,0.0,0.2,0.909796953,0.41243702200000004,1
6315,0,0,0,0.0,114,0,0,0,0,2,0,2,0,31,0,0,0,0,0.0,0.0,0.0,0.0,0.911194205,0.140282184,1
6316,1,0,1,0.0,190,0,0,0,1,5,1,5,1,190,33,0,0,0,0.066666667,0.0,0.0,0.0,0.947678447,0.217938468,1
6317,1,0,4,0.0,200,0,0,0,68,3,0,3,0,95,0,1,0,0,0.46666666700000003,0.066666667,0.0,0.0,0.902053714,0.5200313329999999,1
6318,1,10,10,56.8,212,0,0,51,45,6,0,6,0,213,0,0,0,0,2.133333333,0.4,0.133333333,1.4,0.358124524,0.21571394800000002,1
6319,1,12,7,43.66666667,145,15,15,0,0,3,3,3,3,105,105,0,0,0,1.533333333,0.46666666700000003,0.0,0.8666666670000001,0.033377349,0.08777658599999999,0
6320,0,1,2,26.0,81,0,0,0,19,33,6,33,6,1217,259,0,0,0,0.8,0.0,0.0,0.4,0.8645681140000001,0.073325187,1
6321,1,1,2,3.0,127,5,5,0,0,5,1,5,1,171,32,0,0,36,0.133333333,0.0,0.066666667,0.533333333,0.103282899,0.097291797,0
6322,1,12,8,18.16666667,178,3,3,1,18,19,5,19,5,538,144,0,0,0,1.733333333,0.333333333,0.133333333,0.933333333,0.32352376,0.0045444,0
6323,2,2,4,302.0,207,94,93,122,28,7,0,7,0,216,0,1,0,0,0.545454545,0.13636363599999998,0.0,0.090909091,0.432360381,0.466766655,0
6324,2,3,6,49.33333333,265,5,5,0,0,16,1,16,1,399,46,0,0,0,0.9090909090000001,0.272727273,0.181818182,0.22727272699999998,0.71813643,0.235612214,1
6325,0,6,3,47.0,193,0,0,0,0,6,0,6,0,116,0,0,0,0,2.4,0.2,0.2,2.2,0.12177515,0.036252182,0
6326,1,0,3,0.0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.057362944000000006,0.004130784,0
6327,1,5,5,29.4,468,0,0,0,0,3,2,3,2,150,110,1,0,19,1.4,0.0,0.066666667,0.933333333,0.032521725,0.004130334,0
6328,2,26,10,26.34615385,53,1,1,88,47,13,1,13,1,388,19,5,0,0,1.9090909090000001,0.181818182,0.13636363599999998,1.454545455,0.052531510999999996,0.009953464,0
6329,0,1,5,18.0,45,59,58,76,48,140,42,140,42,4154,1136,2,0,0,2.6,0.2,0.4,1.2,0.10052347199999999,0.049913742000000004,0
6330,0,6,7,21.66666667,168,1,1,9,1,320,10,320,10,8194,453,3,1,0,4.0,0.0,0.2,2.8,0.488704532,0.21168212600000003,0
6331,0,2,3,16.5,76,61,61,99,53,46,10,46,10,1425,285,1,0,0,1.4,0.4,0.0,0.4,0.816633701,0.22182123399999998,1
6332,1,0,1,0.0,81,0,0,0,0,37,24,37,24,1117,686,0,0,5,0.066666667,0.0,0.0,0.0,0.762816191,0.35773599100000003,1
6333,0,4,7,60.5,35,0,0,103,0,3,0,3,0,70,0,1,0,0,4.0,0.0,0.0,0.8,0.5156131979999999,0.075991176,1
6334,2,3,6,47.0,67,8,8,0,0,4,1,4,1,144,50,1,1,0,0.363636364,0.045454545,0.0,0.5,0.074022055,0.45868071899999996,0
6335,1,1,3,3.0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0.2,0.0,0.066666667,0.4,0.40693712200000004,0.28970319,0
6336,1,5,11,30.8,98,26,20,0,0,25,5,25,5,628,115,3,0,0,2.066666667,0.333333333,0.133333333,0.533333333,0.038851528999999996,0.007603871999999999,0
6337,1,4,7,20.75,257,3,0,3,0,5,1,5,1,152,16,1,0,35,0.8666666670000001,0.0,0.066666667,1.0,0.037347645,0.41430398799999996,0
6338,0,17,9,48.17647059,80,1,1,0,0,517,53,517,53,12483,1336,0,0,0,6.8,1.4,0.2,4.6,0.091338605,0.235612214,0
6339,1,2,4,87.0,33,0,0,0,6,5,5,5,5,90,90,0,0,3,0.8,0.0,0.133333333,0.933333333,0.035320937999999996,0.004155985,0
6340,0,0,4,0.0,108,13,13,0,0,57,6,57,6,1709,202,0,0,0,0.8,0.0,0.0,0.6,0.554990888,0.03658206,1
6341,1,6,2,34.33333333,177,0,0,0,0,1,0,1,0,27,0,1,0,0,1.0,0.46666666700000003,0.066666667,0.8666666670000001,0.128562182,0.015093488,0
6342,0,1,4,10.0,39,1,1,0,1,24,23,24,23,642,585,0,0,0,0.4,0.0,0.4,2.2,0.894881845,0.100637503,0
6343,0,2,3,17.5,100,0,0,0,0,3,0,3,0,67,0,0,0,0,0.8,0.2,0.4,2.0,0.136912018,0.423190057,0
6344,1,3,4,7.333333333,187,29,29,103,44,15,6,15,6,433,193,1,0,0,0.7333333329999999,0.066666667,0.0,0.26666666699999997,0.077782989,0.008779186999999999,0
6345,0,4,6,13.25,66,0,0,0,64,34,0,34,0,1059,0,4,2,0,2.8,0.8,0.0,1.4,0.254582226,0.9672644140000001,0
6346,1,0,2,0.0,47,0,0,0,20,49,6,49,6,1666,178,0,0,0,0.933333333,0.066666667,0.0,0.0,0.34545543799999995,0.188180447,0
6347,0,1,5,8.0,63,0,0,18,9,17,9,17,9,568,313,0,0,0,2.4,0.2,0.0,0.4,0.6934187409999999,0.327198386,1
6348,0,3,4,122.0,122,35,34,98,7,8,3,8,3,211,77,0,0,0,2.0,0.8,0.0,0.8,0.718762755,0.0048357370000000005,1
6349,0,7,4,31.28571429,164,0,0,8,0,0,0,0,0,0,0,0,0,0,3.0,1.4,1.4,3.0,0.097187161,0.299463362,0
6350,0,10,4,34.1,317,0,0,120,0,17,7,17,7,602,161,0,0,0,5.6,1.0,1.6,3.0,0.094088763,0.022201633,0
6351,0,3,4,69.0,89,12,12,0,0,16,1,16,1,387,30,0,0,0,0.8,0.0,0.0,0.8,0.189785302,0.192233488,0
6352,1,14,6,45.35714286,195,68,68,0,0,6,0,6,0,172,0,1,0,8,2.266666667,0.133333333,0.4,2.0,0.304145157,0.08349648900000001,0
6353,1,32,6,44.46875,49,2,2,151,49,29,3,29,3,987,123,0,0,0,2.6,0.0,0.0,2.2,0.346340775,0.24326466,0
6354,2,0,1,0.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.0,0.0,0.0,0.188011259,0.00600097,0
6355,0,6,5,25.66666667,54,0,0,0,0,354,53,354,53,9213,1428,0,0,0,2.0,0.0,0.8,2.8,0.105617166,0.235612214,0
6356,0,4,4,28.5,26,0,0,0,3,87,5,87,5,2334,144,0,0,0,2.6,0.0,0.0,0.8,0.392308503,0.03658206,1
6357,1,0,2,0.0,119,7,7,0,0,48,5,48,5,1080,113,0,0,7,0.333333333,0.0,0.0,0.0,0.041226089,0.097291797,0
6358,1,3,5,52.0,48,2,2,12,0,8,1,8,1,317,65,0,0,0,0.6,0.2,0.066666667,0.2,0.09198796699999999,0.071972139,0
6359,1,0,4,0.0,144,0,0,33,3,8,0,8,0,221,0,0,0,0,0.4,0.0,0.0,0.6,0.466064245,0.10068356199999999,1
6360,1,1,4,115.0,101,4,4,18,565,44,3,44,3,1486,82,0,0,2,0.2,0.0,0.0,0.26666666699999997,0.680006742,0.09839268,1
6361,0,0,4,0.0,161,5,5,29,31,24,9,24,9,740,223,0,0,0,0.2,0.0,0.0,0.2,0.905828297,0.327198386,1
6362,0,0,4,0.0,193,0,0,0,15,0,0,0,0,0,0,0,0,0,1.0,0.2,0.0,0.2,0.123073518,0.416321784,0
6363,0,7,8,26.0,274,0,0,0,18,0,0,0,0,0,0,1,1,9,1.6,0.0,0.6,5.0,0.1275374,0.35667374700000004,1
6364,1,0,1,0.0,70,1,0,0,0,12,2,9,2,434,101,0,0,0,0.933333333,0.133333333,0.0,0.066666667,0.33814021899999996,0.489658296,0
6365,1,2,2,6.0,38,0,0,0,0,5,0,5,0,137,0,0,0,8,0.2,0.0,0.0,0.133333333,0.966077387,0.19784644199999998,1
6366,0,10,5,31.5,200,79,79,146,1,6,1,6,1,138,12,1,1,0,2.8,0.0,0.4,4.0,0.193968505,0.0041964459999999995,0
6367,2,11,12,21.0,94,12,12,0,0,9,2,9,2,388,98,2,1,0,0.772727273,0.0,0.045454545,0.8636363640000001,0.054160058,0.009394870999999999,0
6368,2,3,7,16.33333333,112,55,54,0,0,14,1,14,1,349,28,1,0,0,0.5,0.045454545,0.045454545,0.454545455,0.060010642,0.004130994,0
6369,1,4,6,19.0,38,0,0,0,0,4,1,4,1,80,28,1,0,6,0.8,0.0,0.066666667,0.7333333329999999,0.043497235,0.004135572,0
6370,2,0,2,0.0,11,0,0,14,6,0,0,0,0,0,0,1,0,0,0.5,0.045454545,0.0,0.090909091,0.516791463,0.080479048,0
